"Player Name","City, State","Position","Composite Rating","Star Rating","University","Conference","Class","Latitude","Longitude"
"Tyler Needham","Philadelphia, PA","OT",0.8581,"3","Rutgers","Big Ten",2021,39.9527237,-75.1635262
"Al-Shadee Salaam","East Orange, NJ","RB",0.8573,"3","Rutgers","Big Ten",2021,40.767323,-74.2048677
"Cam'Ron Stewart","Reading, PA","DL",0.8564,"3","Rutgers","Big Ten",2021,40.335345,-75.9279495
"Desmond Igbinosun","Union, NJ","S",0.8551,"3","Rutgers","Big Ten",2021,40.6976019,-74.2632024
"Henry Hughes","Tampa, FL","Edge",0.8538,"3","Rutgers","Big Ten",2021,27.9477595,-82.458444
"Kevin Toth Jr.","Hudson, OH","OT",0.853,"3","Rutgers","Big Ten",2021,41.240056,-81.440667
"Keshon Griffin","Hammonton, NJ","Edge",0.8506,"3","Rutgers","Big Ten",2021,39.6562977,-74.7690194679128
"Max Patterson","Arlington, VA","WR",0.8485,"3","Rutgers","Big Ten",2021,38.8903961,-77.0841585
"Kyonte Hamilton","Rockville, MD","ATH",0.8478,"3","Rutgers","Big Ten",2021,39.0817985,-77.1516844
"Zaire Angoy","Irvington, NJ","DL",0.841,"3","Rutgers","Big Ten",2021,40.7323235,-74.2348684
"Brayden Fox","Akron, OH","WR",0.8383,"3","Rutgers","Big Ten",2021,41.083064,-81.518485
"Austin Dean","Tampa, FL","LB",0.8248,"3","Rutgers","Big Ten",2021,27.9477595,-82.458444
"Gus Zilinskas","Englewood, CO","IOL",0.8214,"3","Rutgers","Big Ten",2021,39.6482059,-104.9879641
"Zack Taylor","Morris Plains, NJ","LS",0.7861,"2","Rutgers","Big Ten",2021,40.8364845,-74.4781885405151
"Nolan Rucci","Lititz, PA","OT",0.9918,"5","Wisconsin","Big Ten",2021,40.1571252,-76.3072103
"JP Benzschawel","Grafton, WI","OT",0.9397,"4","Wisconsin","Big Ten",2021,43.3197265,-87.9534226
"Riley Mahlman","Lakeville, MN","OT",0.938,"4","Wisconsin","Big Ten",2021,44.650051,-93.2432791
"TJ Bollers","Tiffin, IA","Edge",0.9325,"4","Wisconsin","Big Ten",2021,41.7058469,-91.6629498
"Hunter Wohler","Muskego, WI","S",0.9184,"4","Wisconsin","Big Ten",2021,42.905848,-88.1389779
"Braelon Allen","Fond Du Lac, WI","LB",0.9159,"4","Wisconsin","Big Ten",2021,43.7748763,-88.4458033
"Markus Allen","Clayton, OH","WR",0.8889,"3","Wisconsin","Big Ten",2021,39.8631101,-84.3605022
"Jake Ratzlaff","Rosemount, MN","LB",0.8884,"3","Wisconsin","Big Ten",2021,44.7391873,-93.12611
"Darryl Peterson","Akron, OH","LB",0.8882,"3","Wisconsin","Big Ten",2021,41.083064,-81.518485
"Jack Pugh","Hilliard, OH","TE",0.881,"3","Wisconsin","Big Ten",2021,40.033814,-83.1596108
"Bryan Sanborn","Lake Zurich, IL","LB",0.8789,"3","Wisconsin","Big Ten",2021,42.1969689,-88.0934108
"Deacon Hill","Santa Barbara, CA","QB",0.878,"3","Wisconsin","Big Ten",2021,34.4221319,-119.7026673
"Ayo Adebogun","Thiensville, WI","Edge",0.8729,"3","Wisconsin","Big Ten",2021,43.2375067,-87.9787001
"Jackson Acker","Verona, WI","ATH",0.8722,"3","Wisconsin","Big Ten",2021,44.7399741,-106.6695013
"Loyal Crawford","Eau Claire, WI","RB",0.8721,"3","Wisconsin","Big Ten",2021,44.811349,-91.4984941
"Ricardo Hallman","Miami Gardens, FL","CB",0.8687,"3","Wisconsin","Big Ten",2021,25.9420377,-80.2456045
"Mike Jarvis","Medford, NJ","DL",0.8593,"3","Wisconsin","Big Ten",2021,39.9009472,-74.8234961
"Jake Chaney","Lehigh Acres, FL","LB",0.8559,"3","Wisconsin","Big Ten",2021,26.6091509,-81.652407
"Al Ashford III","Englewood, CO","CB",0.8551,"3","Wisconsin","Big Ten",2021,39.6482059,-104.9879641
"Skyler Bell","Watertown, CT","WR",0.854,"3","Wisconsin","Big Ten",2021,41.6062078,-73.1181658
"Antwan Roberts","Hendersonville, TN","RB",0.8485,"3","Wisconsin","Big Ten",2021,36.3049177,-86.621443
"Kyron Drones","Pearland, TX","QB",0.9045,"4","Baylor","Big 12",2021,29.5639758,-95.2864299
"Tate Williams","Wall, TX","IOL",0.8934,"4","Baylor","Big 12",2021,31.3743455,-100.30366
"Tevin Williams","Stillwater, OK","CB",0.8842,"3","Baylor","Big 12",2021,36.1156306,-97.0585717
"Connor Heffernan","Georgetown, TX","IOL",0.8797,"3","Baylor","Big 12",2021,30.6665525,-97.6779637977368
"Jordan Jenkins","Lindale, TX","RB",0.8748,"3","Baylor","Big 12",2021,32.5156971,-95.4093998
"Jackie Marshall","Reserve, LA","LB",0.8735,"3","Baylor","Big 12",2021,30.080109,-90.5576226673489
"Cameron Bonner","Houston, TX","WR",0.8722,"3","Baylor","Big 12",2021,29.7589382,-95.3676974
"Cisco Caston","Weatherford, TX","S",0.8689,"3","Baylor","Big 12",2021,32.7589648,-97.7970748
"Elijah Bean","Humble, TX","WR",0.8682,"3","Baylor","Big 12",2021,29.9988312,-95.2621553
"Javon Gipson","Richmond, TX","WR",0.8615,"3","Baylor","Big 12",2021,29.5821811,-95.7607832
"Romario Noel","Cypress, TX","S",0.8573,"3","Baylor","Big 12",2021,29.9691116,-95.6971686
"Devin Lemear","Manor, TX","S",0.8527,"3","Baylor","Big 12",2021,30.3420882,-97.555905
"Dakote Doyle","Saint Louis, MO","DL",0.8498,"3","Baylor","Big 12",2021,38.6264256,-90.1995853
"Ryan Lengyel","Dallas, TX","OT",0.843,"3","Baylor","Big 12",2021,32.7762719,-96.7968559
"Cooper Lanz","Denton, TX","DL",0.8424,"3","Baylor","Big 12",2021,33.1838787,-97.1413417
"Tyrone Brown","Orange, TX","LB",0.8405,"3","Baylor","Big 12",2021,30.1228634,-93.9041169
"Monaray Baldwin","Killeen, TX","WR",0.8329,"3","Baylor","Big 12",2021,31.1171441,-97.727796
"Josh Cameron","Cedar Park, TX","WR",NA,NA,"Baylor","Big 12",2021,30.5217116,-97.827833
"CJ Rogers","Argyle, TX","QB",NA,NA,"Baylor","Big 12",2021,33.108831,-97.1801272490427
"Eli Sanders","Chandler, AZ","ATH",0.8746,"3","Iowa State","Big 12",2021,33.3061605,-111.84125
"Tyler Moore","Johnston, IA","TE",0.8739,"3","Iowa State","Big 12",2021,41.6731523,-93.6973395
"Tyler Maro","Davenport, IA","OT",0.87,"3","Iowa State","Big 12",2021,41.5236436,-90.5776368
"Malik Verdon","Hamilton, OH","ATH",0.8638,"3","Iowa State","Big 12",2021,39.3995067,-84.5613428
"Howard Brown","Kansas City, MO","DL",0.8619,"3","Iowa State","Big 12",2021,39.100105,-94.5781416
"Jaylin Noel","Kansas City, MO","WR",0.8597,"3","Iowa State","Big 12",2021,39.100105,-94.5781416
"Jim Bonifas","Dubuque, IA","OT",0.8572,"3","Iowa State","Big 12",2021,42.5006243,-90.6647985
"Beau Freyler","Colorado Springs, CO","S",0.8532,"3","Iowa State","Big 12",2021,38.8339578,-104.8253485
"Carston Marshall","Wadsworth, OH","LB",0.8511,"3","Iowa State","Big 12",2021,41.0256101,-81.7298519
"Myles Purchase","Englewood, CO","CB",0.8477,"3","Iowa State","Big 12",2021,39.6482059,-104.9879641
"Tristan Michaud","Mississauga, ON","WR",0.8477,"3","Iowa State","Big 12",2021,43.5896231,-79.6443879
"Deon Silas","Lutz, FL","RB",0.8424,"3","Iowa State","Big 12",2021,28.1511243,-82.4614831
"Dodge Sauser","Grinnell, IA","OT",0.841,"3","Iowa State","Big 12",2021,41.7430554,-92.7224206
"Myles Mendeszoon","Chardon, OH","Edge",0.8403,"3","Iowa State","Big 12",2021,41.5824944,-81.2034066
"Jayden Gray","Haslet, TX","Edge",0.8402,"3","Iowa State","Big 12",2021,32.9616819,-97.3404854176597
"Tyler Onyedim","Richmond, TX","DL",0.8389,"3","Iowa State","Big 12",2021,29.5821811,-95.7607832
"Aidan Ralph","Chicago, IL","LB",0.8207,"3","Iowa State","Big 12",2021,41.8755616,-87.6244212
"Joey Petersen","Eldridge, IA","Edge",0.8051,"3","Iowa State","Big 12",2021,41.6580864,-90.5845823
"Devin Neal","Lawrence, KS","RB",0.8852,"3","Kansas","Big 12",2021,38.9719384,-95.2359496
"Edwin White","Mobile, AL","S",0.8614,"3","Kansas","Big 12",2021,30.6943566,-88.0430541
"OJ Burroughs","Bradenton, FL","S",0.8567,"3","Kansas","Big 12",2021,27.4989278,-82.5748194
"D'Marion Alexander","China Spring, TX","Edge",0.854,"3","Kansas","Big 12",2021,31.6517652,-97.3067348
"Deldrick Withers","Little Rock, AR","DL",0.8533,"3","Kansas","Big 12",2021,34.7464809,-92.2895948
"De'Kedrick Sterns","Del Valle, TX","OT",0.8464,"3","Kansas","Big 12",2021,30.1776045,-97.6106312165514
"Majik Rector","Lancaster, TX","WR",0.8431,"3","Kansas","Big 12",2021,32.5920798,-96.7561083
"Kelan Robinson","Grand Prairie, TX","WR",0.841,"3","Kansas","Big 12",2021,32.7459645,-96.9977846
"Jayson Gilliom","Suwanee, GA","S",0.8403,"3","Kansas","Big 12",2021,34.0514898,-84.0712997
"Cam'Ron Dabney","Gainesville, GA","ATH",0.8396,"3","Kansas","Big 12",2021,34.2978794,-83.8240663
"Conrad Hawley","Peculiar, MO","QB",0.8394,"3","Kansas","Big 12",2021,38.7145481,-94.4611204
"Trey Staley","Snellville, GA","LB",0.8376,"3","Kansas","Big 12",2021,33.857328,-84.0199108
"Devonte Wilson","Quincy, FL","CB",0.8376,"3","Kansas","Big 12",2021,30.5871948,-84.5832619
"Mason Brotherton","Mena, AR","TE",0.8356,"3","Kansas","Big 12",2021,34.5862171,-94.2396554
"Corey Robinson II","Roswell, GA","OT",0.8335,"3","Kansas","Big 12",2021,34.02332,-84.360022
"Tommy Dunn","Garland, TX","DL",0.8335,"3","Kansas","Big 12",2021,32.912624,-96.6388833
"James Wright","Sumter, SC","ATH",0.8335,"3","Kansas","Big 12",2021,33.9204354,-80.3414693
"Tanaka Scott","Mobile, AL","WR",0.8322,"3","Kansas","Big 12",2021,30.6943566,-88.0430541
"Ben Easters","Brownsburg, IN","QB",0.8309,"3","Kansas","Big 12",2021,39.8433769,-86.3977736
"Larson Workman","Ganado, TX","OT",0.8289,"3","Kansas","Big 12",2021,29.0396292,-96.5122845
"Jake Rubley","West Des Moines, IA","QB",0.9204,"4","Kansas State","Big 12",2021,41.5645337,-93.7595281
"Davonte Pritchard","Gardner, KS","ATH",0.8688,"3","Kansas State","Big 12",2021,38.8109254,-94.9272958
"Marvin Martin","Cedar Hill, TX","S",0.8614,"3","Kansas State","Big 12",2021,32.5888072,-96.9553675
"Andrew Leingang","Bismarck, ND","IOL",0.8614,"3","Kansas State","Big 12",2021,46.808327,-100.783739
"Brayden Wood","Boulder, CO","DL",0.8588,"3","Kansas State","Big 12",2021,40.0149856,-105.270545
"Krew Jackson","Queen Creek, AZ","S",0.8551,"3","Kansas State","Big 12",2021,33.2483858,-111.6341585
"Darell Jones","Coffeyville, KS","ATH",0.854,"3","Kansas State","Big 12",2021,37.0372999,-95.6163634
"Omar Daniels","Moultrie, GA","CB",0.8519,"3","Kansas State","Big 12",2021,31.179998,-83.7887928
"RJ Garcia II","Tampa, FL","WR",0.8519,"3","Kansas State","Big 12",2021,27.9477595,-82.458444
"Gaven Haselhorst","Hays, KS","LB",0.8491,"3","Kansas State","Big 12",2021,38.8791783,-99.3267702
"Dorian Stephens","Stilwell, KS","WR",0.8484,"3","Kansas State","Big 12",2021,38.7691755,-94.6563454
"Brenen Hawkins","Colleyville, TX","WR",0.8477,"3","Kansas State","Big 12",2021,32.8809603,-97.155012
"Austin Weiner","Gardner, KS","OT",0.8477,"3","Kansas State","Big 12",2021,38.8109254,-94.9272958
"Ozzie Hoffler","Atlanta, GA","Edge",0.8464,"3","Kansas State","Big 12",2021,33.7489924,-84.3902644
"Devrin Weathers","Webb City, MO","ATH",0.8463,"3","Kansas State","Big 12",2021,37.1435741,-94.4634702
"Desmond Purnell","Topeka, KS","ATH",0.8382,"3","Kansas State","Big 12",2021,39.049011,-95.677556
"Damian Ilalio","Manhattan, KS","DL",0.8266,"3","Kansas State","Big 12",2021,39.1836082,-96.5716694
"Kingsley Ugwu","Hutchinson, KS","OT",NA,NA,"Kansas State","Big 12",2021,38.0608444,-97.9297743
"Tyrone Howell","Hutchinson, KS","WR",NA,NA,"Kansas State","Big 12",2021,38.0608444,-97.9297743
"Kendal Daniels","Beggs, OK","S",0.9578,"4","Oklahoma State","Big 12",2021,35.7425976,-96.0702731
"Aden Kelley","Thomas, OK","DL",0.8965,"4","Oklahoma State","Big 12",2021,35.7442157,-98.747584
"Bryson Green","Allen, TX","WR",0.8874,"3","Oklahoma State","Big 12",2021,33.1031744,-96.6705503
"Collin Oliver","Edmond, OK","LB",0.8867,"3","Oklahoma State","Big 12",2021,35.6571367,-97.4649038
"Ty Williams","Muskogee, OK","S",0.8822,"3","Oklahoma State","Big 12",2021,35.7478769,-95.3696909
"Blaine Green","Allen, TX","WR",0.8817,"3","Oklahoma State","Big 12",2021,33.1031744,-96.6705503
"Lyrik Rawls","Marshall, TX","S",0.8788,"3","Oklahoma State","Big 12",2021,32.5447756,-94.3661004
"Nick Martin","Texarkana, TX","ATH",0.8727,"3","Oklahoma State","Big 12",2021,33.44628645,-94.0763806749353
"De'Kelvion Beamon","Shreveport, LA","S",0.8668,"3","Oklahoma State","Big 12",2021,32.5221828,-93.7651944
"Donovan Stephens","Oklahoma City, OK","LB",0.8602,"3","Oklahoma State","Big 12",2021,35.4729886,-97.5170536
"Raymond Gay","Red Oak, TX","CB",0.8581,"3","Oklahoma State","Big 12",2021,32.5117104,-96.8083633287005
"Caleb Etienne","El Dorado, KS","OT",0.856,"3","Oklahoma State","Big 12",2021,37.81724,-96.8622524
"Jaden Nixon","Frisco, TX","RB",0.8544,"3","Oklahoma State","Big 12",2021,33.1506744,-96.8236116
"Jaden Bray","Norman, OK","WR",0.854,"3","Oklahoma State","Big 12",2021,35.2225717,-97.4394816
"Austin Jarrard","Sacramento, CA","TE",0.852,"3","Oklahoma State","Big 12",2021,38.5810606,-121.493895
"Cam Smith","Denton, TX","ATH",0.8519,"3","Oklahoma State","Big 12",2021,33.1838787,-97.1413417
"John Paul Richardson","Missouri City, TX","WR",0.8506,"3","Oklahoma State","Big 12",2021,29.6185669,-95.5377215
"Logan Nobles","Jenks, OK","OT",0.8485,"3","Oklahoma State","Big 12",2021,36.0228734,-95.9683278
"Kale Smith","Oklahoma City, OK","ATH",0.841,"3","Oklahoma State","Big 12",2021,35.4729886,-97.5170536
"Nathan Latu","Ephraim, UT","Edge",0.8316,"3","Oklahoma State","Big 12",2021,39.3596842,-111.586305
"Silas Barr","Pottsboro, TX","DL",0.8181,"3","Oklahoma State","Big 12",2021,33.759271,-96.6694402
"Ahmonte Watkins","Houston, TX","RB",0.9034,"4","TCU","Big 12",2021,29.7589382,-95.3676974
"Sam Jackson","Naperville, IL","QB",0.8929,"4","TCU","Big 12",2021,41.7728699,-88.1479278
"D'Arco Perkins-McAllister","Nashville, TN","S",0.8917,"4","TCU","Big 12",2021,36.1622767,-86.7742984
"Chris Murray","Wichita Falls, TX","DL",0.885,"3","TCU","Big 12",2021,33.9137085,-98.4933873
"Landyn Watson","Hutto, TX","Edge",0.8784,"3","TCU","Big 12",2021,30.5427638,-97.5468898
"Marvin Covington","Mansfield, TX","CB",0.8682,"3","TCU","Big 12",2021,32.5631924,-97.1416768
"Alexander Honig","Germany, GERM","QB",0.8667,"3","TCU","Big 12",2021,48.4877696,12.3643401
"Chase Jackson","Choctaw, OK","WR",0.864,"3","TCU","Big 12",2021,35.4975654,-97.2689263
"Noah Bolticoff","Rose Hill, KS","IOL",0.8626,"3","TCU","Big 12",2021,37.5583517,-97.1350405
"Jasper Lott","Argyle, TX","OT",0.8614,"3","TCU","Big 12",2021,33.108831,-97.1801272490427
"Trent Battle","Daphne, AL","QB",0.8614,"3","TCU","Big 12",2021,30.6035255,-87.9036047
"TJ Steele","Lubbock, TX","WR",0.8586,"3","TCU","Big 12",2021,33.5635206,-101.879336
"Da'Veawn Armstead","Baton Rouge, LA","S",0.8581,"3","TCU","Big 12",2021,30.4459596,-91.18738
"Jayhvion Gipson","Houston, TX","LB",0.8464,"3","TCU","Big 12",2021,29.7589382,-95.3676974
"Abraham Camara","Coffeyville, KS","S",NA,NA,"TCU","Big 12",2021,37.0372999,-95.6163634
"Behren Morton","Eastland, TX","QB",0.9356,"4","Texas Tech","Big 12",2021,32.2978594,-98.8630896
"Jerand Bradley","DeSoto, TX","WR",0.8889,"3","Texas Tech","Big 12",2021,32.6060798,-96.8656805467914
"Cam'Ron Valdez","Rockdale, TX","RB",0.8795,"3","Texas Tech","Big 12",2021,30.6549433,-97.0058245
"E'maurion Banks","Wichita Falls, TX","DL",0.8689,"3","Texas Tech","Big 12",2021,33.9137085,-98.4933873
"Jed Castles","Wichita Falls, TX","TE",0.8661,"3","Texas Tech","Big 12",2021,33.9137085,-98.4933873
"Jack Tucker","Argyle, TX","OT",0.8635,"3","Texas Tech","Big 12",2021,33.108831,-97.1801272490427
"Mason Tharp","Spring, TX","TE",0.8607,"3","Texas Tech","Big 12",2021,30.0798826,-95.4172549
"Jacoby Jackson","Arlington, TX","OT",0.8594,"3","Texas Tech","Big 12",2021,32.701939,-97.105623790337
"Matt Keeler","Coffeyville, KS","OT",0.8465,"3","Texas Tech","Big 12",2021,37.0372999,-95.6163634
"Charles Esters","Cedar Hill, TX","DL",0.8464,"3","Texas Tech","Big 12",2021,32.5888072,-96.9553675
"Isaac Smith","Wagoner, OK","Edge",0.8344,"3","Texas Tech","Big 12",2021,35.9595442,-95.3694116
"Imari Jones","Lubbock, TX","CB",0.8226,"3","Texas Tech","Big 12",2021,33.5635206,-101.879336
"Wyatt Milum","Huntington, WV","OT",0.9507,"4","West Virginia","Big 12",2021,38.4192496,-82.445154
"Kaden Prather","Germantown, MD","WR",0.9128,"4","West Virginia","Big 12",2021,39.1711725,-77.2655988151654
"Jaylen Anderson","Massillon, OH","RB",0.8951,"4","West Virginia","Big 12",2021,40.7965119,-81.5231597
"Justin Johnson","Edwardsville, IL","RB",0.8816,"3","West Virginia","Big 12",2021,38.8114364,-89.953157
"Andrew Wilson-Lamp","Massillon, OH","WR",0.8813,"3","West Virginia","Big 12",2021,40.7965119,-81.5231597
"Will Crowder","Gardendale, AL","QB",0.8688,"3","West Virginia","Big 12",2021,33.6601033,-86.8127702
"Ja'Corey Hammett","Miami, FL","LB",0.8654,"3","West Virginia","Big 12",2021,25.7741728,-80.19362
"Aubrey Burks","Auburndale, FL","S",0.8626,"3","West Virginia","Big 12",2021,28.0652975,-81.7886906
"Tomas Rimac","Brunswick, OH","OT",0.8619,"3","West Virginia","Big 12",2021,41.2456819,-81.8275398
"Davis Mallinger","Cocoa, FL","WR",0.8619,"3","West Virginia","Big 12",2021,28.3553873,-80.7318827
"Hammond Russell","Dublin, OH","DL",0.8614,"3","West Virginia","Big 12",2021,40.0992294,-83.1140771
"Victor Wikstrom","Sweden, SWED","TE",0.8573,"3","West Virginia","Big 12",2021,59.6749712,14.5208584
"Treylan Davis","Jackson, OH","TE",0.8564,"3","West Virginia","Big 12",2021,39.0520169,-82.6365537
"Brayden Dudley","Hoschton, GA","DL",0.8506,"3","West Virginia","Big 12",2021,34.096496,-83.7612839
"Saint McLeod","Philadelphia, PA","S",0.8452,"3","West Virginia","Big 12",2021,39.9527237,-75.1635262
"Edward Vesterinen","Finland, FINL","DL",0.841,"3","West Virginia","Big 12",2021,NA,NA
"Caleb Coleman","Hutchinson, KS","CB",NA,NA,"West Virginia","Big 12",2021,38.0608444,-97.9297743
"Ja'Tavion Sanders","Denton, TX","ATH",0.9932,"5","Texas","Big 12",2021,33.1838787,-97.1413417
"Xavier Worthy","Fresno, CA","WR",0.9713,"4","Texas","Big 12",2021,36.7394421,-119.7848307
"JD Coffey","Kennedale, TX","S",0.9318,"4","Texas","Big 12",2021,32.646801,-97.2258465
"Ishmael Ibraheem","Dallas, TX","CB",0.9206,"4","Texas","Big 12",2021,32.7762719,-96.7968559
"Jamier Johnson","Pasadena, CA","CB",0.9064,"4","Texas","Big 12",2021,34.1476452,-118.1444779
"D.J. Harris Jr.","New Caney, TX","Edge",0.9058,"4","Texas","Big 12",2021,30.155216,-95.2113221
"Jordon Thomas","Port Arthur, TX","DL",0.9016,"4","Texas","Big 12",2021,29.8988618,-93.9288723
"Terrence Cooks","Pearland, TX","LB",0.8994,"4","Texas","Big 12",2021,29.5639758,-95.2864299
"Morice Blackwell","Arlington, TX","LB",0.8933,"4","Texas","Big 12",2021,32.701939,-97.105623790337
"Jaden Alexis","Pompano Beach, FL","WR",0.8925,"4","Texas","Big 12",2021,26.2378597,-80.1247667
"Jonathon Brooks","Hallettsville, TX","RB",0.8917,"4","Texas","Big 12",2021,29.4438528,-96.9410929
"Hayden Conner","Katy, TX","OT",0.8872,"3","Texas","Big 12",2021,29.7857853,-95.8243956
"Byron Murphy II","DeSoto, TX","DL",0.8863,"3","Texas","Big 12",2021,32.6060798,-96.8656805467914
"David Abiara","Mansfield, TX","DL",0.8833,"3","Texas","Big 12",2021,32.5631924,-97.1416768
"Keithron Lee","Bryan, TX","WR",0.8763,"3","Texas","Big 12",2021,30.6743643,-96.3699632
"Juan Davis","Fort Worth, TX","ATH",0.8742,"3","Texas","Big 12",2021,32.753177,-97.3327459
"Gunnar Helm","Englewood, CO","TE",0.8674,"3","Texas","Big 12",2021,39.6482059,-104.9879641
"Barryn Sorrell","New Orleans, LA","DL",0.8667,"3","Texas","Big 12",2021,29.9499323,-90.0701156
"Casey Cain","New Orleans, LA","WR",0.8593,"3","Texas","Big 12",2021,29.9499323,-90.0701156
"Charles Wright","Austin, TX","QB",0.8572,"3","Texas","Big 12",2021,30.2711286,-97.7436995
"Max Merril","Houston, TX","OT",0.8506,"3","Texas","Big 12",2021,29.7589382,-95.3676974
"Cole Lourd","Los Angeles, CA","QB",0.8366,"3","Texas","Big 12",2021,34.0536909,-118.242766
"Isaac Pearson","Australia, AUST","P",0.8168,"3","Texas","Big 12",2021,-37.9872428,145.215905
"Caleb Williams","Washington, DC","QB",0.9969,"5","Oklahoma","Big 12",2021,38.8950368,-77.0365427
"Clayton Smith","Texarkana, TX","Edge",0.9813,"4","Oklahoma","Big 12",2021,33.44628645,-94.0763806749353
"Mario Williams","Plant City, FL","WR",0.9802,"4","Oklahoma","Big 12",2021,28.01633,-82.1234803
"Billy Bowman","Denton, TX","ATH",0.9799,"4","Oklahoma","Big 12",2021,33.1838787,-97.1413417
"Savion Byrd","Duncanville, TX","IOL",0.9707,"4","Oklahoma","Big 12",2021,32.6518004,-96.9083366
"Kelvin Gilliam","Highland Springs, VA","Edge",0.9521,"4","Oklahoma","Big 12",2021,37.5527518,-77.3250361088923
"Cody Jackson","Richmond, TX","WR",0.9505,"4","Oklahoma","Big 12",2021,29.5821811,-95.7607832
"Jalil Farooq","Upper Marlboro, MD","WR",0.9441,"4","Oklahoma","Big 12",2021,38.8139804,-76.7575894
"Ethan Downs","Weatherford, OK","Edge",0.9262,"4","Oklahoma","Big 12",2021,35.5261633,-98.7075744
"Latrell McCutchin","Austin, TX","CB",0.9122,"4","Oklahoma","Big 12",2021,30.2711286,-97.7436995
"Nathan Rawlins-Kibonge","Portland, OR","DL",0.9049,"4","Oklahoma","Big 12",2021,45.5202471,-122.6741949
"Damond Harmon","Highland Springs, VA","CB",0.8974,"4","Oklahoma","Big 12",2021,37.5527518,-77.3250361088923
"Jordan Mukes","Choctaw, OK","S",0.8901,"4","Oklahoma","Big 12",2021,35.4975654,-97.2689263
"Danny Stutsman","Winter Garden, FL","LB",0.8861,"3","Oklahoma","Big 12",2021,28.5656649,-81.5856742
"Cullen Montgomery","Bellaire, TX","IOL",0.8789,"3","Oklahoma","Big 12",2021,29.7057858,-95.4588299
"Isaiah Coe","COUNCIL BLUFFS, IA","DL",0.8569,"3","Oklahoma","Big 12",2021,41.2621283,-95.8613912
"James Bohls","San Clemente, CA","RB",0.8565,"3","Arizona","Pac 12",2021,33.4270275,-117.6124179
"Javione Carr","Arlington, TX","S",0.8519,"3","Arizona","Pac 12",2021,32.701939,-97.105623790337
"Kevon Garcia","Houston, TX","Edge",0.8485,"3","Arizona","Pac 12",2021,29.7589382,-95.3676974
"DJ Fryar","Steilacoom, WA","LB",0.8477,"3","Arizona","Pac 12",2021,47.1703692,-122.596287
"Jackson Bailey","Red Oak, TX","LB",0.8443,"3","Arizona","Pac 12",2021,32.5117104,-96.8083633287005
"Kolbe Cage","New Orleans, LA","LB",0.8443,"3","Arizona","Pac 12",2021,29.9499323,-90.0701156
"Stevie Rocker","Tucson, AZ","RB",0.843,"3","Arizona","Pac 12",2021,32.2228765,-110.9748477
"Colby Powers","Spring, TX","TE",0.8422,"3","Arizona","Pac 12",2021,30.0798826,-95.4172549
"Alex Navarro-Silva","Riverside, CA","DL",0.8411,"3","Arizona","Pac 12",2021,33.9459413,-117.410244424392
"Dalton Johnson","Katy, TX","S",0.841,"3","Arizona","Pac 12",2021,29.7857853,-95.8243956
"Matthew Weerts","Batavia, IL","LB",0.8356,"3","Arizona","Pac 12",2021,41.8500284,-88.3125738
